id,Publisher,Author,Primary ISBN10,Date,Title,Weeks on list
1257,St. Martin's Press,Lisa Kleypas,1250014271.0,8/26/12,DREAM LAKE,1.0
1258,Kensington Publishing,Lisa Jackson,758279590.0,8/26/12,YOU DON’T WANT TO KNOW,1.0
1259,Kensington Publishing,Lisa Jackson,758279590.0,8/26/12,YOU DON�۪T WANT TO KNOW,1.0
1260,Harlequin,Susan Mallery,1459234537.0,8/19/12,ALL SUMMER LONG,1.0
1261,Harlequin,Linda Lael Miller,None,8/19/12,BIG SKY MOUNTAIN,1.0
1262,Penguin Group,Tana French,NA,8/12/12,BROKEN HARBOR,1.0
1263,HarperCollins Publishers,J A Jance,62132385.0,8/12/12,JUDGMENT CALL,1.0
1264,Simon & Schuster,James Lee Burke,1451648154.0,8/5/12,CREOLE BELLE,1.0
1265,HarperCollins Publishers,Susan Elizabeth Phillips,62106104.0,7/29/12,THE GREAT ESCAPE,1.0
1266,Penguin Group,Laura Moriarty,NA,7/29/12,THE CHAPERONE,1.0
1267,Penguin Group,Christine Feehan,None,7/22/12,SAMURAI GAME,1.0
1268,Berkley,Maya Banks,None,7/22/12,ECHOES AT DAWN,1.0
1269,Zondervan,Karen Kingsbury,310333644.0,7/15/12,COMING HOME,1.0
1270,HarperCollins Publishers,Jeaniene Frost,62096273.0,7/15/12,ONCE BURNED,1.0
1271,Harlequin,Susan Mallery,1459233174.0,7/15/12,SUMMER NIGHTS,1.0
1272,Random House Publishing,Dean Koontz,None,7/15/12,ODD INTERLUDE #3,1.0
1273,Random House Publishing,Dean Koontz,345536770.0,7/8/12,ODD INTERLUDE #2,1.0
1274,Random House Publishing,Alan Furst,679604227.0,7/1/12,MISSION TO PARIS,1.0
1275,HarperCollins Publishers,Dorothea Benton Frank,62194860.0,7/1/12,PORCH LIGHTS,1.0
1276,Penguin Group,Laurell K Hamilton,None,6/24/12,KISS THE DEAD,1.0
1277,St. Martin’s Press,Mary Kay Andrews,1466802634.0,6/24/12,SPRING FEVER,1.0
1278,HarperCollins Publishers,Julia Quinn,62072919.0,6/17/12,A NIGHT LIKE THIS,1.0
1279,HarperCollins Publishers,Rachel Gibson,62069136.0,6/17/12,RESCUE ME,1.0
1280,Harlequin,Susan Mallery,1459230051.0,6/17/12,SUMMER DAYS,1.0
1281,Harlequin,Linda Lael Miller,1459230043.0,6/17/12,BIG SKY COUNTRY,1.0
1282,Henry Holt & Company,Hilary Mantel,805090037.0,5/27/12,BRING UP THE BODIES,1.0
1283,Simon & Schuster,Richard Paul Evans,1451628188.0,5/27/12,THE ROAD TO GRACE,1.0
1284,Putnam,Amanda Quick,None,5/13/12,CRYSTAL GARDENS,1.0
1285,HarperCollins Publishers,Lynsay Sands,62119370.0,5/13/12,UNDER A VAMPIRE MOON,1.0
1286,Penguin Group,Stuart Woods,NA,5/6/12,UNNATURAL ACTS,1.0
1287,St. Martin’s Press,Iris Johansen,1429952938.0,5/6/12,WHAT DOESN'T KILL YOU,1.0
1288,St. Martin’s Press,Lisa Scottoline,1429942320.0,4/29/12,COME HOME,1.0
1289,Ellora’s Cave Publishing,Laurann Dohner,None,4/29/12,TIGER,1.0
1290,HarperCollins Publishers,Christopher Moore,61779741.0,4/22/12,SACRÉ BLEU,1.0
1291,Knopf Doubleday Publishing,Alexander McCall Smith,307378403.0,4/22/12,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,1.0
1292,HarperCollins Publishers,Adriana Trigiani,62098063.0,4/22/12,THE SHOEMAKER’S WIFE,1.0
1293,HarperCollins Publishers,Christopher Moore,61779741.0,4/22/12,SACR�� BLEU,1.0
1294,HarperCollins Publishers,Adriana Trigiani,62098063.0,4/22/12,THE SHOEMAKER�۪S WIFE,1.0
1295,Zondervan,Karen Kingsbury,310427592.0,4/15/12,LOVING,1.0
1296,Harlequin,Lori Foster,1459225651.0,4/15/12,A PERFECT STORM,1.0
1297,Penguin Group,C J Box,None,4/8/12,FORCE OF NATURE,1.0
1298,Random House Publishing,Troy Denning,345509226.0,4/1/12,FATE OF THE JEDI: APOCALYPSE,1.0
1299,Crown Publishing,Chris Pavone,None,4/1/12,THE EXPATS,1.0
1300,Penguin Group,Patricia Briggs,NA,3/25/12,FAIR GAME,1.0
1301,Ellora’s Cave,Laurann Dohner,None,3/25/12,WRATH,1.0
1302,Harlequin,Gena Showalter,1459222830.0,3/18/12,THE DARKEST SEDUCTION,1.0
1303,St. Martin’s Press,Lisa Kleypas,1429938374.0,3/18/12,RAINSHADOW ROAD,1.0
1304,HarperCollins Publishers,Kim Harrison,62101021.0,3/11/12,A PERFECT BLOOD,1.0
1305,Simon & Schuster,J A Jance,1451628625.0,2/26/12,LEFT FOR DEAD,1.0
1306,HarperCollins Publishers,Stephanie Laurens,62066226.0,2/19/12,THE CAPTURE OF THE EARL OF GLENCRAE,1.0
1307,Random House Publishing,Lara Adrian,345529294.0,2/12/12,DARKER AFTER MIDNIGHT,1.0
1308,Pocket Books,Sabrina Jeffries,1451642490.0,2/12/12,A LADY NEVER SURRENDERS,1.0
1309,"Little, Brown & Company",George Pelecanos,316209554.0,2/12/12,WHAT IT WAS,1.0
1310,HarperCollins Publishers,Jennifer McMahon,61807583.0,2/5/12,ISLAND OF LOST GIRLS,1.0
1311,HarperCollins Publishers,Bernard Cornwell,62097113.0,2/5/12,DEATH OF KINGS,1.0
1312,St. Martin's Press,Nevada Barr,1429951133.0,2/5/12,THE ROPE,1.0
1313,Simon & Schuster,Kresley Cole,1439177023.0,1/29/12,LOTHAIRE,1.0
1314,Dutton,Lisa Gardner,None,1/29/12,THE 7TH MONTH,1.0
1315,Penguin Group,Jayne Ann Krentz,NA,1/29/12,COPPER BEACH,1.0
1316,Grand Central Publishing,Douglas Preston and Lincoln Child,446564354.0,1/29/12,GIDEON’S CORPSE,1.0
1317,Harlequin,Ron Carr,None,1/15/12,HIDDEN SUMMIT,1.0
1318,Penguin Group,Christine Feehan,None,1/15/12,SPIRIT BOUND,1.0
1319,Penguin Group,Lora Leigh,None,12/25/11,LAWE'S JUSTICE,1.0
1320,HarperCollins Publishers,Garth Stein,61738093.0,12/18/11,THE ART OF RACING IN THE RAIN,1.0
1321,Zondervan,Karen Kingsbury,None,12/11/11,LONGING,1.0
1322,Random House Publishing,Drew Karpyshyn,345511344.0,12/4/11,THE OLD REPUBLIC: REVAN,1.0
1323,Tom Doherty Associates,Brandon Sanderson,1429994894.0,11/27/11,THE ALLOY OF LAW,1.0
1324,St. Martin’s Press,Sherrilyn Kenyon,None,11/20/11,THE GUARDIAN,1.0
1325,Harlequin,Susan Mallery,1426834101.0,11/20/11,ONLY US,1.0
1326,Simon & Schuster,Richard Paul Evans,1451628005.0,11/20/11,LOST DECEMBER,1.0
1327,Center Street,Ted Dekker,1599952602.0,11/13/11,BONEMAN'S DAUGHTERS,1.0
1328,Threshold Editions,Glenn Beck,1439187207.0,11/13/11,THE SNOW ANGEL,1.0
1329,HarperCollins Publishers,Guillermo del Toro and Chuck Hogan,62066048.0,11/13/11,THE NIGHT ETERNAL,1.0
1330,Tyndale House,Joel C Rosenberg,1414365365.0,11/6/11,THE TEHRAN INITIATIVE,1.0
1331,Paragon Press,Douglas E Richards,None,11/6/11,WIRED,1.0
1332,Knopf Doubleday Publishing,Julian Barnes,307957330.0,11/6/11,THE SENSE OF AN ENDING,1.0
1333,Simon & Schuster,Philippa Gregory,141656392X,11/6/11,THE LADY OF THE RIVERS,1.0
1334,HarperCollins Publishers,Terry Pratchett,62011847.0,10/30/11,SNUFF,1.0
1335,Atria,"James Wesley, Rawles",1439172803.0,10/23/11,SURVIVORS,1.0
1336,Simon & Schuster,James Lee Burke,1451643144.0,10/16/11,FEAST DAY OF FOOLS,1.0
1337,HQN,Susan Mallery,None,10/16/11,ONLY HIS,1.0
1338,HQN,Gena Showalter,None,10/16/11,THE DARKEST SURRENDER,1.0
1339,HarperCollins,Stephanie Laurens,None,10/16/11,IN PURSUIT OF ELIZA CYNSTER,1.0
1340,Penguin Group,Stuart Woods,None,10/9/11,SON OF STONE,1.0
1341,Thorndike,Fern Michaels,None,10/9/11,LISTEN TO YOUR HEART,1.0
1342,HarperCollins,Neal Stephenson,61977969.0,10/9/11,REAMDE,1.0
1343,Center Street,Karen Kingsbury,1599951193.0,10/2/11,A THOUSAND TOMORROWS,1.0
1344,Penguin Group,Michael Brandman,399157840.0,10/2/11,ROBERT B. PARKER’S KILLING THE BLUES,1.0
1345,St. Martin's,Jackie Collins,1429962232.0,10/2/11,GODDESS OF VENGEANCE,1.0
1346,Penguin Group,Barbara Freethy,None,10/2/11,SILENT RUN,1.0
1347,Berkley,Christine Feehan,None,9/25/11,DARK PREDATOR,1.0
1348,Penguin Group,JR Ward,None,9/25/11,ENVY,1.0
1349,Random House,Linda Howard,345526295.0,9/25/11,PREY,1.0
1350,Penguin Group,Jayne Castle,None,9/18/11,CANYONS OF NIGHT,1.0
1351,Harlequin,Susan Mallery,None,9/18/11,ONLY YOURS,1.0
1352,HarperCollins,Jeaniene Frost,None,9/18/11,ONE GRAVE AT A TIME,1.0
1353,HarperCollins,Stephanie Laurens,None,9/18/11,VISCOUNT BRECKENRIDGE TO THE RESCUE,1.0
1354,HarperCollins,Johanna Lindsey,NA,9/11/11,HEARTS AFLAME,1.0
1355,Doherty,Terry Goodkind,765327724.0,9/4/11,THE OMEN MACHINE,1.0
1356,Putnam,W E B Griffin and William E Butterworth IV,None,8/28/11,VICTORY AND HONOR,1.0
1357,St. Martin’s,Sherrilyn Kenyon,None,8/21/11,RETRIBUTION,1.0
1358,St. Martin's,Iris Johansen,None,7/31/11,QUINN,1.0
1359,Random House,Lara Adrian,044033991X,7/17/11,DEEPER THAN MIDNIGHT,1.0
1360,Harlequin,Lori Foster,None,7/17/11,SAVOR THE DANGER,1.0
1361,Zondervan,Karen Kingsbury,031042755X,7/10/11,LEARNING,1.0
1362,Random House,Karin Slaughter,345528220.0,7/10/11,FALLEN,1.0
1363,HarperCollins,Dorothea Benton Frank,61961272.0,7/3/11,FOLLY BEACH,1.0
1364,Random House,Ann Brashares,679605096.0,7/3/11,SISTERHOOD EVERLASTING,1.0
1365,Penguin Group,Laurell K Hamilton,425241130.0,6/26/11,HIT LIST,1.0
1366,St. Martin's,Mary Kay Andrews,None,6/26/11,SUMMER RENTAL,1.0
1367,HarperCollins,Julia Quinn,62079530.0,6/19/11,JUST LIKE HEAVEN,1.0
1368,Harlequin,Linda Lael Miller,373775806.0,6/19/11,CREED'S HONOR,1.0
1369,Mira,Sherryl Woods,None,6/19/11,BEACH LANE,1.0
1370,Penguin Group,Ilona Andrews,None,6/19/11,MAGIC SLAYS,1.0
1371,Random House,Dean Koontz,553593684.0,6/12/11,FRANKENSTEIN: THE DEAD TOWN,1.0
1372,Random House,Aaron Allston,345509102.0,6/12/11,CONVICTION,1.0
1373,Grand Central,David Baldacci,1455504394.0,5/22/11,NO TIME LEFT,1.0
1374,Penguin Group,Christine Feehan,515149330.0,5/15/11,SAVAGE NATURE,1.0
1375,Penguin Group,Stuart Woods,None,5/15/11,BEL-AIR DEAD,1.0
1376,Harlequin,Sherryl Woods,778329798.0,5/15/11,MOONLIGHT COVE,1.0
1377,HarperCollins,Rachel Gibson,62079166.0,5/15/11,ANY MAN OF MINE,1.0
1378,St. Martin's,Iris Johansen,1429920165.0,5/8/11,EVE,1.0
1379,Penguin Group,Amanda Quick,None,5/8/11,QUICKSILVER,1.0
1380,Penguin Group,Lora Leigh,None,4/24/11,NAVARRO'S PROMISE,1.0
1381,Harlequin,Gena Showalter,None,4/17/11,THE DARKEST SECRET,1.0
1382,Kensington,Fern Michaels,1420122487.0,4/17/11,HOME FREE,1.0
1383,Knopf Doubleday,Henning Mankell,307593495.0,4/17/11,THE TROUBLED MAN,1.0
1384,Knopf Doubleday,Alexander McCall Smith,030737839X,4/10/11,THE SATURDAY BIG TENT WEDDING PARTY,1.0
1385,Zondervan,Karen Kingsbury,310266289.0,4/10/11,LEAVING,1.0
1386,Random House,Tea Obreht,385343833.0,4/3/11,THE TIGER’S WIFE,1.0
1387,St. Martin’s,Lora Leigh,1429985356.0,3/20/11,LIVE WIRE,1.0
1388,HarperCollins,Kim Harrison,61138061.0,3/13/11,PALE DEMON,1.0
1389,Grand Central,Douglas Preston and Lincoln Child,044656432X,3/13/11,GIDEON’S SWORD,1.0
1390,HarperCollins,Jeaniene Frost,62065793.0,3/13/11,THIS SIDE OF THE GRAVE,1.0
1391,Random House,Jamie Ford,345512502.0,3/6/11,HOTEL ON THE CORNER OF BITTER AND SWEET,1.0
1392,Penguin Group,Alex Berenson,None,2/27/11,THE SECRET SOLDIER,1.0
1393,Simon & Schuster,JA Jance,141656389X,2/20/11,FATAL ERROR,1.0
1394,Berkley,J D Robb,1101987995.0,1/29/17,APPRENTICE IN DEATH,0.0
1395,Dial Press,Mary Ann Shaffer and Annie Barrows,440337976.0,1/29/17,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,0.0
1396,Random House,Debbie Macomber,553391860.0,1/29/17,SWEET TOMORROWS,0.0
1397,"Little, Brown",James Patterson and David Ellis,1455589918.0,1/29/17,THE MURDER HOUSE,0.0
1398,Doubleday,Chris Bohjalian,385538928.0,1/29/17,THE SLEEPWALKER,0.0
1399,Penguin,Jojo Moyes,None,1/22/17,SILVER BAY,0.0
1400,Putnam,Mark Greaney,None,1/22/17,TOM CLANCY TRUE FAITH AND ALLEGIANCE,0.0
1401,HQN,Diana Palmer,373789947.0,1/15/17,WYOMING BRAVE,0.0
1402,Crown/Archetype,Blake Crouch,1101904232.0,1/15/17,DARK MATTER,0.0
1403,Aurora Rose Reynolds,Aurora Rose Reynolds,None,1/15/17,UNTIL ASHLYN,0.0
1404,Ilona Andrews,Ilona Andrews,1943772711.0,1/8/17,ONE FELL SWEEP,0.0
1405,"Little, Brown",Stephenie Meyer,316387835.0,1/1/17,THE CHEMIST,0.0
1406,HTJB,Marie Force,1946136034.0,1/1/17,LIGHT AFTER DARK,0.0
1407,Harper/HarperCollins,Michael Chabon,62225553.0,1/1/17,MOONGLOW,0.0
1408,Orbit,James S A Corey,316217638.0,12/25/16,BABYLON'S ASHES,0.0
1409,"Little, Brown",James Patterson with Richard DiLallo,316319996.0,12/25/16,THE CHRISTMAS MYSTERY,0.0
1410,Morrow/HarperCollins,Christina Baker Kline,NA,12/18/16,ORPHAN TRAIN,0.0
1411,Berkley,Jayne Ann Krentz,None,12/18/16,WHEN ALL THE GIRLS HAVE GONE,0.0
1412,Putnam,Clive Cussler and Dirk Cussler,399575510.0,12/18/16,ODESSA SEA,0.0
1413,Minotaur,Louise Penny,1250022126.0,12/11/16,A GREAT RECKONING,0.0
1414,Morrow,Patricia Cornwell,62436686.0,12/11/16,CHAOS,0.0
1415,Bantam,Janet Evanovich,345542975.0,12/11/16,TRICKY TWENTY-TWO,0.0
1416,Simon & Schuster,Mary Higgins Clark and Alafair Burke,1501108581.0,12/11/16,THE SLEEPING BEAUTY KILLER,0.0
1417,Penguin Press,Zadie Smith,1594203989.0,12/4/16,SWING TIME,0.0
1418,Plain Jane,Kristen Callihan,None,12/4/16,MANAGED,0.0
1419,JKB,K Bromberg,1942832036.0,12/4/16,SWEET CHEEKS,0.0
1420,Delacorte,Danielle Steel,1101883855.0,11/27/16,THE AWARD,0.0
1421,Emily Bestler/Atria,Kyle Mills,1476783489.0,11/27/16,VINCE FLYNN: ORDER TO KILL,0.0
1422,Rutherford,Jana Aston,069252777X,11/27/16,WRONG,0.0
1423,Anchor,Dan Brown,1101972971.0,11/27/16,INFERNO,0.0
1424,Rutherford,Jana Aston,998244414.0,11/27/16,TRUST,0.0
1425,Harper/HarperCollins,Ann Patchett,62491814.0,11/20/16,COMMONWEALTH,0.0
1426,"Farrar, Straus & Giroux",Paul Beatty,1250083257.0,11/20/16,THE SELLOUT,0.0
1427,"Little, Brown",Michael Connelly,1455524158.0,11/20/16,THE CROSSING,0.0
1428,Baen Books,David Weber,None,11/20/16,SHADOW OF VICTORY,0.0
1429,KT Publishing,Katy Evans,997263636.0,11/20/16,MR. PRESIDENT,0.0
1430,Grand Central,Douglas Preston and Lincoln Child,1455536911.0,11/13/16,THE OBSIDIAN CHAMBER,0.0
1431,Morrow,Susan Wiggs,62425471.0,11/13/16,FAMILY TREE,0.0
1432,Flip City Media,C D Reiss,1942833288.0,11/13/16,MARRIAGE GAMES,0.0
1433,Scribner,M L Stedman,1451681763.0,11/6/16,THE LIGHT BETWEEN OCEANS,0.0
1434,Dial,Annie Barrows,812997840.0,11/6/16,THE TRUTH ACCORDING TO US,0.0
1435,"Little, Brown",Maria Semple,316403431.0,11/6/16,TODAY WILL BE DIFFERENT,0.0
1436,Flatiron,Mark Frost,1250075580.0,11/6/16,THE SECRET HISTORY OF TWIN PEAKS,0.0
1437,CP Publishing,Carly Phillips,1942288093.0,10/30/16,GOING DOWN FAST,0.0
1438,Kendall Ryan,Kendall Ryan,None,10/30/16,THE FIX UP,0.0
1439,Gallery,Christina Lauren,1501128000.0,10/23/16,BEAUTIFUL,0.0
1440,Knopf,Carl Hiaasen,385349750.0,10/23/16,RAZOR GIRL,0.0
1441,St. Martin's,Jeffrey Archer,1466867507.0,10/23/16,COMETH THE HOUR,0.0
1442,St. Martin's Griffin,Diane Chamberlain,1250010721.0,10/16/16,THE SILENT SISTER,0.0
1443,Avon,Tessa Dare,62349058.0,10/16/16,DO YOU WANT TO START A SCANDAL,0.0
1444,Avon,Jill Shalvis,62448056.0,10/16/16,THE TROUBLE WITH MISTLETOE,0.0
1445,HTJB,Marie Force,1942295839.0,10/16/16,SEX MACHINE,0.0
1446,Morrow/HarperCollins,Karin Slaughter,62430238.0,10/16/16,THE KEPT WOMAN,0.0
1447,Putnam,Clive Cussler and Robin Burcell,399183973.0,10/9/16,PIRATE,0.0
1448,EverAfter Romance,Penelope Ward and Vi Keeland,1942215495.0,10/9/16,PLAYBOY PILOT,0.0
1449,Doubleday,John Grisham,553393480.0,10/9/16,ROGUE LAWYER,0.0
1450,Delacorte,Danielle Steel,425285375.0,10/2/16,RUSHING WATERS,0.0
1451,Grand Central,Sandra Brown,1455581232.0,10/2/16,STING,0.0
1452,Penguin,Jojo Moyes,143130153.0,10/2/16,ME BEFORE YOU,0.0
1453,Atria,William Kent Krueger,1476749280.0,9/25/16,MANITOU CANYON,0.0
1454,Morrow/HarperCollins,Patricia Cornwell,62325426.0,9/25/16,DEPRAVED HEART,0.0
1455,Pamela Dorman/Viking,Jojo Moyes,143108867.0,9/25/16,AFTER YOU,0.0
1456,Knopf,Nathan Hill,1101946628.0,9/18/16,THE NIX,0.0
1457,HarperCollins,Jodi Picoult,61980242.0,9/11/16,THE PACT,0.0
1458,Fine Line,Eva Natiello,NA,9/11/16,THE MEMORY BOX,0.0
1459,Harper,Daniel Silva,62320246.0,9/4/16,THE BLACK WIDOW,0.0
1460,Berkley,Joanna Wylde,None,8/28/16,REAPER'S FIRE,0.0
1461,Atria,Colleen Hoover,1501110373.0,8/28/16,IT ENDS WITH US,0.0
1462,Vi Keeland,Vi Keeland,1942215460.0,8/21/16,BOSSMAN,0.0
1463,Blue Bolt,Jasmine Walt,None,8/21/16,MAGIC AND MAYHEM,0.0
1464,Ballantine,Emily Giffin,345546938.0,8/14/16,FIRST COMES LOVE,0.0
1465,Grand Central,Noah Hawley,1455561800.0,8/14/16,BEFORE THE FALL,0.0
1466,Berkley,Jane Green,None,8/7/16,FALLING,0.0
1467,BookShots,James Patterson with Maxine Paetro,316360597.0,8/7/16,THE TRIAL,0.0
1468,Waterhouse,Helen Hardt,None,8/7/16,CRAVING,0.0
1469,Emily Bestler/Atria,Brad Thor,1476789371.0,7/31/16,FOREIGN AGENT,0.0
1470,Del Rey,Chuck Wendig,1101966947.0,7/31/16,LIFE DEBT: AFTERMATH,0.0
1471,"Little, Brown",Elin Hilderbrand,316375152.0,7/31/16,HERE'S TO US,0.0
1472,"Little, Brown",Michael Connelly,759525781.0,7/31/16,THE BLACK ICE,0.0
1473,Morrow,Laura Lippman,61796786.0,7/24/16,WHAT THE DEAD KNOW,0.0
1474,EverAfter Romance,Alessandra Torre,1940941776.0,7/24/16,MOONSHOT,0.0
1475,BAAE,Corinne Michaels,1942834187.0,7/24/16,SAY YOU'LL STAY,0.0
1476,Avon Impulse,Eloisa James,62573063.0,7/17/16,A GENTLEMAN NEVER TELLS,0.0
1477,"Little, Brown",James Patterson,316317144.0,7/17/16,CROSS KILL,0.0
1478,Dutton,Brad Taylor,None,7/17/16,GHOSTS OF WAR,0.0
1479,Avon,Jill Shalvis,006244803X,7/17/16,SWEET LITTLE LIES,0.0
1480,HQN,Raeanne Thayne,373789831.0,7/10/16,RIVERBEND ROAD,0.0
1481,"Little, Brown",James Patterson and Maxine Paetro,031629005X,7/10/16,15TH AFFAIR,0.0
1482,St. Martin's,Sherrilyn Kenyon,125008282X,7/10/16,BORN OF LEGEND,0.0
1483,Putnam,Clive Cussler and Boyd Morrison,399175962.0,7/3/16,THE EMPEROR'S REVENGE,0.0
1484,Putnam,Nora Roberts,515154121.0,7/3/16,THE COLLECTOR,0.0
1485,Scribner,Annie Proulx,743288785.0,7/3/16,BARKSKINS,0.0
1486,DLZ Entertainment,Lexi Blake,1937608514.0,7/3/16,DOMINANCE NEVER DIES,0.0
1487,Avon,Lisa Kleypas,62371851.0,6/26/16,MARRYING WINTERBORNE,0.0
1488,Morrow/HarperCollins,Stephanie Dray and Laura Kamoie,62347276.0,6/26/16,AMERICA'S FIRST DAUGHTER,0.0
1489,Morrow/HarperCollins,Dorothea Benton Frank,62390759.0,6/26/16,ALL SUMMER LONG,0.0
