id,Year,Category,Nominee
3643,2011.0,Best R&B Album,Wake Up!
3644,2011.0,Best R&B Performance by a Duo or Group with Vocals,Soldier of Love
3645,2011.0,Best R&B Song,Shine.
3646,2011.0,Best Rap Album,Recovery
3647,2011.0,Best Rap Performance by a Duo or Group,On To the Next One.
3648,2011.0,Best Rap Solo Performance,Not Afraid
3649,2011.0,Best Rap Song,Empire State Of Mind
3650,2011.0,Best Rap/Sung Collaboration,Empire State of Mind.
3651,2011.0,Best Recording Package,Brothers
3652,2011.0,Best Reggae Album,Before The Dawn
3653,2011.0,"Best Remixed Recording, Non-Classical","Revolver (David Guetta's One Love Club Remix), performed by Madonna"
3654,2011.0,Best Rock Album,The Resistance
3655,2011.0,Best Rock Instrumental Performance,Hammerhead
3656,2011.0,Best Rock Performance by a Duo or Group with Vocals,Tighten Up
3657,2011.0,Best Rock Song,Angry World.
3658,2011.0,Best Rock Vocal Performance by a Duo or Group,Tighten Up.
3659,2011.0,Best Rock or Rap Gospel Album,Hello Hurricane
3660,2011.0,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Toy Story 3
3661,2011.0,Best Short Form Music Video,Lady Gaga: Bad Romance
3662,2011.0,Best Small Ensemble Performance,Dinastia Borja
3663,2011.0,Best Solo Rock Vocal Performance,Helter Skelter.
3664,2011.0,"Best Song Written for Motion Picture, Television or Other Visual Media",The Weary Kind.
3665,2011.0,"Best Southern, Country, or Bluegrass Gospel Album",The Reason
3666,2011.0,"Best Spoken Word Album (includes poetry, audio books & story telling)",The Daily Show With Jon Stewart Presents Earth (The Audiobook)
3667,2011.0,Best Spoken Word Album for Children,"Julie Andrews' Collection Of Poems, Songs, And Lullabies"
3668,2011.0,Best Surround Sound Album,Britten's Orchestra
3669,2011.0,Best Tejano Album,Recuerdos
3670,2011.0,Best Traditional Blues Album,Joined At The Hip
3671,2011.0,Best Traditional Folk Album,Genuine Negro Jig
3672,2011.0,Best Traditional Gospel Album,Downtown Church
3673,2011.0,Best Traditional Pop Vocal Album,Crazy Love.
3674,2011.0,Best Traditional R&B Vocal Performance,Hang On In There.
3675,2011.0,Best Traditional World Music Album,Ali And Toumani
3676,2011.0,Best Tropical Latin Album,Viva La Tradición
3677,2011.0,Best Urban/Alternative Performance,Fuck You.
3678,2011.0,Best Zydeco or Cajun Music Album,Zydeco Junkie
3679,2011.0,Lifetime Achievement Award,Dolly Parton
3680,2011.0,Producer of the Year (Non-Classical),Danger Mouse
3681,2011.0,"Producer of the Year, Classical",David Frost (producer)
3682,2011.0,"Producer of the Year, Non-Classical",Danger Mouse (producer)
3683,2011.0,Record of the Year,Need You Now.
3684,2011.0,Song of the Year,Need You Now.
3685,2012.0,Album of the Year,21.0
3686,2012.0,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s (Various Artists)"
3687,2012.0,Best Alternative Music Album,"Bon Iver, Bon Iver."
3688,2012.0,Best Americana Album,Ramble At The Ryman
3689,2012.0,Best Banda or Norteño Album,Los Tigres Del Norte And Friends
3690,2012.0,Best Bluegrass Album,Paper Airplane
3691,2012.0,Best Blues Album,Revelator
3692,2012.0,Best Children's Album,All About Bullies... Big And Small (Various Artists)
3693,2012.0,Best Choral Performance,Light & Gold
3694,2012.0,Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra
3695,2012.0,Best Classical Vocal Solo,Diva Divo
3696,2012.0,Best Comedy Album,Hilarious.
3697,2012.0,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",Boardwalk Empire
3698,2012.0,Best Compilation Soundtrack for Visual Media,Boardwalk Empire: Volume 1 (Various Artists)
3699,2012.0,Best Contemporary Christian Music Album,And If Our God Is For Us...
3700,2012.0,Best Contemporary Christian Music Song,Blessings
3701,2012.0,Best Contemporary Classical Composition,"Aldridge, Robert: Elmer Gantry"
3702,2012.0,Best Country Album,Own the Night.
3703,2012.0,Best Country Duo/Group Performance,Barton Hollow.
3704,2012.0,Best Country Solo Performance,Mean.
3705,2012.0,Best Country Song,Mean.
3706,2012.0,Best Dance Recording,Scary Monsters & Nice Sprites.
3707,2012.0,Best Dance/Electronica Album,Scary Monsters and Nice Sprites.
3708,2012.0,"Best Engineered Album, Classical",Aldridge: Elmer Gantry
3709,2012.0,"Best Engineered Album, Non-Classical",Paper Airplane
3710,2012.0,Best Folk Album,Barton Hollow.
3711,2012.0,Best Gospel Album,Hello Fear
3712,2012.0,Best Gospel Song,Hello Fear
3713,2012.0,Best Gospel/Contemporary Christian Music Performance,Jesus
3714,2012.0,Best Hard Rock/Metal Performance,White Limo.
3715,2012.0,Best Historical Album,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition)
3716,2012.0,Best Improvised Jazz Solo,500 Miles High
3717,2012.0,Best Instrumental Arrangement,Rhapsody In Blue
3718,2012.0,Best Instrumental Composition,Life In Eleven
3719,2012.0,Best Jazz Instrumental Album,Forever
3720,2012.0,Best Jazz Vocal Album,The Mosaic Project (Various Artists)
3721,2012.0,Best Large Jazz Ensemble Album,The Good Feeling
3722,2012.0,"Best Latin Pop, Rock, or Urban Album",Drama Y Luz
3723,2012.0,Best Long Form Music Video,Foo Fighters: Back and Forth
3724,2012.0,Best Musical Theater Album,The Book of Mormon: Original Broadway Cast Recording.
3725,2012.0,Best New Age Album,What's It All About
3726,2012.0,Best New Artist,Bon Iver
3727,2012.0,Best Opera Recording,Adams: Doctor Atomic
3728,2012.0,Best Orchestral Performance,Brahms: Symphony No. 4
3729,2012.0,Best Pop Duo/Group Performance,Body & Soul (Winehouse's win is posthumous).
3730,2012.0,Best Pop Instrumental Album,The Road From Memphis
3731,2012.0,Best Pop Solo Performance,Someone Like You.
3732,2012.0,Best Pop Vocal Album,21.0
3733,2012.0,Best R&B Album,F.A.M.E.
3734,2012.0,Best R&B Performance,Is This Love.
3735,2012.0,Best R&B Song,Fool For You.
3736,2012.0,Best Rap Album,My Beautiful Dark Twisted Fantasy.
3737,2012.0,Best Rap Performance,Otis.
3738,2012.0,Best Rap Song,All of the Lights.
3739,2012.0,Best Rap/Sung Collaboration,All of the Lights.
3740,2012.0,Best Recording Package,Scenes From The Suburbs
3741,2012.0,Best Reggae Album,Revelation Pt. 1: The Root Of Life
3742,2012.0,Best Regional Mexican or Tejano Album,Bicentenario
3743,2012.0,Best Regional Roots Music Album,Rebirth Of New Orleans
3744,2012.0,Best Remixed Recording,Cinema (Skrillex remix).
3745,2012.0,Best Rock Album,Wasting Light.
3746,2012.0,Best Rock Performance,Walk.
3747,2012.0,Best Rock Song,Walk.
3748,2012.0,Best Score Soundtrack for Visual Media,The King's Speech
3749,2012.0,Best Short Form Music Video,Rolling in the Deep (Director: Sam Brown).
3750,2012.0,Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide
3751,2012.0,Best Song Written Specifically for a Motion Picture or for Television,I See the Light
3752,2012.0,Best Song Written for Visual Media,I See The Light (From Tangled)
3753,2012.0,Best Spoken Word Album,If You Ask Me (And of Course You Won't).
3754,2012.0,"Best Spoken Word Album (includes poetry, audio books & storytelling)",If You Ask Me (And Of Course You Won't)
3755,2012.0,Best Surround Sound Album,Layla And Other Assorted Love Songs (Super Deluxe Edition)
3756,2012.0,Best Traditional Pop Vocal Album,Duets II.
3757,2012.0,Best Traditional R&B Performance,Fool For You.
3758,2012.0,Best Tropical Latin Album,The Last Mambo
3759,2012.0,Best World Music Album,Tassili
3760,2012.0,"Gordon L. Goodwin, arranger (Gordon Goodwin's Big Phat Band)",Who Can I Turn To (When Nobody Needs Me)
3761,2012.0,Lifetime Achievement Award,Diana Ross
3762,2012.0,Producer of the Year (Non-Classical),Paul Epworth
3763,2012.0,"Producer of the Year, Classical",Judith Sherman (producer)
3764,2012.0,"Producer of the Year, Non-Classical",Paul Epworth (producer)
3765,2012.0,Record of the Year,Rolling in the Deep.
3766,2012.0,Song of the Year,Rolling in the Deep.
3767,2013.0,Album of the Year,Babel.
3768,2013.0,Best Album Notes,Singular Genius: The Complete ABC Singles
3769,2013.0,Best Alternative Music Album,Making Mirrors.
3770,2013.0,Best Americana Album,Slipstream.
3771,2013.0,Best Bluegrass Album,Nobody Knows You
3772,2013.0,Best Blues Album,Locked Down
3773,2013.0,Best Boxed or Special Limited Edition Package,Woody At 100: The Woody Guthrie Centennial Collection
3774,2013.0,Best Chamber Music/Small Ensemble Performance,Meanwhile
3775,2013.0,Best Children's Album,Can You Canoe?
3776,2013.0,Best Choral Performance,Life & Breath - Choral Works By René Clausen
3777,2013.0,Best Classical Compendium,Penderecki: Fonogrammi; Horn Concerto; Partita; The Awakening Of Jacob; Anaklasis
3778,2013.0,Best Classical Instrumental Solo,Kurtág & Ligeti: Music For Viola
3779,2013.0,Best Classical Vocal Solo,Poèmes
3780,2013.0,Best Comedy Album,Blow Your Pants Off.
3781,2013.0,Best Compilation Soundtrack For Visual Media,Midnight in Paris
3782,2013.0,Best Contemporary Christian Music Album,Eye on It.
3783,2013.0,Best Contemporary Christian Music Song,"10,000 Reasons (Bless The Lord)"
3784,2013.0,Best Contemporary Classical Composition,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays"
3785,2013.0,Best Country Album,Uncaged.
3786,2013.0,Best Country Duo/Group Performance,Pontoon.
3787,2013.0,Best Country Solo Performance,Blown Away.
3788,2013.0,Best Country Song,Blown Away.
3789,2013.0,Best Dance Recording,Bangarang (With artist Sirah).
3790,2013.0,Best Dance/Electronica Album,Bangarang
3791,2013.0,Best Electronic/Dance Album,Bangarang.
3792,2013.0,"Best Engineered Album, Classical",Life & Breath - Choral Works By René Clausen
3793,2013.0,"Best Engineered Album, Non-Classical",The Goat Rodeo Sessions
3794,2013.0,Best Folk Album,The Goat Rodeo Sessions
3795,2013.0,Best Gospel Album,Gravity.
3796,2013.0,Best Gospel Song,Go Get It
3797,2013.0,Best Gospel/Contemporary Christian Music Performance,"10,000 Reasons (Bless The Lord)"
3798,2013.0,Best Hard Rock/Metal Performance,Love Bites (So Do I)
3799,2013.0,Best Historical Album,The Smile Sessions (Deluxe Box Set)
3800,2013.0,Best Improvised Jazz Solo,Hot House
3801,2013.0,Best Instrumental Arrangement,How About You
3802,2013.0,Best Instrumental Arrangement Accompanying Vocalist(s),City Of Roses
3803,2013.0,Best Instrumental Composition,Mozart Goes Dancing
3804,2013.0,Best Jazz Instrumental Album,Unity Band
3805,2013.0,Best Jazz Vocal Album,Radio Music Society.
3806,2013.0,Best Large Jazz Ensemble Album,Dear Diz (Every Day I Think Of You)
3807,2013.0,Best Latin Jazz Album,¡Ritmo!
3808,2013.0,Best Latin Pop Album,MTV Unplugged: Deluxe Edition.
3809,2013.0,"Best Latin Rock, Urban or Alternative Album",Imaginaries
3810,2013.0,Best Long Form Music Video,Shared with video producers Bryan Ling and Mike Luba.
3811,2013.0,Best Musical Theater Album,Once: A New Musical.
3812,2013.0,Best New Age Album,Echoes Of Love
3813,2013.0,Best New Artist,Fun.
3814,2013.0,Best Opera Recording,Wagner: Der Ring Des Nibelungen
3815,2013.0,Best Orchestral Performance,Adams: Harmonielehre & Short Ride In A Fast Machine
3816,2013.0,Best Pop Duo/Group Performance,Somebody That I Used to Know.
3817,2013.0,Best Pop Instrumental Album,Impressions
3818,2013.0,Best Pop Solo Performance,Set Fire to the Rain (Live).
3819,2013.0,Best Pop Vocal Album,Stronger.
3820,2013.0,Best R&B Album,Black Radio.
3821,2013.0,Best R&B Performance,Climax.
3822,2013.0,Best R&B Song,Adorn.
3823,2013.0,Best Rap Album,Take Care.
3824,2013.0,Best Rap Performance,Ni**as in Paris.
3825,2013.0,Best Rap Song,Ni**as in Paris.
3826,2013.0,Best Rap/Sung Collaboration,No Church in the Wild.
3827,2013.0,Best Recording Package,Biophilia
3828,2013.0,Best Reggae Album,Rebirth
3829,2013.0,Best Regional Mexican Music Album (including tejano),Pecados Y Milagros
3830,2013.0,Best Regional Roots Music Album,The Band Courtbouillon
3831,2013.0,Best Remixed Recording,Promises (Skrillex and Nero remix)
3832,2013.0,"Best Remixed Recording, Non-Classical",Promises (Skrillex & Nero Remix)
3833,2013.0,Best Rock Album,El Camino.
3834,2013.0,Best Rock Performance,Lonely Boy.
3835,2013.0,Best Rock Song,Lonely Boy.
3836,2013.0,Best Score Soundtrack for Visual Media,The Girl with the Dragon Tattoo
3837,2013.0,Best Short Form Music Video,Houdini.
3838,2013.0,Best Song Written for Visual Media,Safe & Sound.
3839,2013.0,Best Spoken Word Album,Society's Child: My Autobiography.
3840,2013.0,"Best Spoken Word Album (includes poetry, audio books & storytelling)",Society's Child: My Autobiography
3841,2013.0,Best Surround Sound Album,Modern Cool
3842,2013.0,Best Traditional Pop Vocal Album,Kisses on the Bottom.
3843,2013.0,Best Traditional R&B Performance,Love On Top.
3844,2013.0,Best Tropical Latin Album,Retro
3845,2013.0,Best Urban Contemporary Album,Channel Orange.
3846,2013.0,Best World Music Album,The Living Room Sessions Part 1
3847,2013.0,Producer of the Year (Non-Classical),Dan Auerbach
3848,2013.0,"Producer of the Year, Classical",Blanton Alspaugh (producer)
3849,2013.0,"Producer of the Year, Non-Classical",Dan Auerbach (producer)
3850,2013.0,Record of the Year,Somebody That I Used to Know.
3851,2013.0,Song of the Year,We Are Young.
3852,2014.0,Album of the Year,Random Access Memories.
3853,2014.0,Best Album Notes,Afro Blue Impressions (Remastered & Expanded)
3854,2014.0,Best Alternative Music Album,Modern Vampires of the City.
3855,2014.0,Best American Roots Song,Love Has Come For You.
3856,2014.0,Best Americana Album,Old Yellow Moon.
3857,2014.0,Best Bluegrass Album,The Streets of Baltimore.
3858,2014.0,Best Blues Album,Get Up!
3859,2014.0,Best Boxed or Special Limited Edition Package,Wings Over America (Deluxe Edition)
3860,2014.0,Best Chamber Music/Small Ensemble Performance,Roomful Of Teeth
3861,2014.0,Best Children's Album,Throw A Penny In The Wishing Well
3862,2014.0,Best Choral Performance,Pärt: Adam's Lament
3863,2014.0,Best Classical Compendium,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik
3864,2014.0,Best Classical Instrumental Solo,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra
3865,2014.0,Best Classical Vocal Solo,Winter Morning Walks
3866,2014.0,Best Comedy Album,Calm Down Gurrl.
3867,2014.0,Best Compilation Soundtrack for Visual Media,Sound City: Real To Reel
3868,2014.0,Best Contemporary Christian Music Album,Overcomer
3869,2014.0,Best Contemporary Christian Music Song,Overcomer
3870,2014.0,Best Contemporary Classical Composition,"Schneider, Maria: Winter Morning Walks"
3871,2014.0,Best Country Album,Same Trailer Different Park.
3872,2014.0,Best Country Duo/Group Performance,From This Valley.
3873,2014.0,Best Country Solo Performance,Wagon Wheel.
3874,2014.0,Best Country Song,Merry Go 'Round.
3875,2014.0,Best Dance Recording,Clarity.
3876,2014.0,Best Dance/Electronica Album,Random Access Memories.
3877,2014.0,"Best Engineered Album, Classical",Winter Morning Walks
3878,2014.0,"Best Engineered Album, Non-Classical",Random Access Memories
3879,2014.0,Best Folk Album,My Favorite Picture Of You
3880,2014.0,Best Gospel Album,Greater Than [Live]
3881,2014.0,Best Gospel Song,If He Did It Before... Same God [Live]
3882,2014.0,Best Gospel/Contemporary Christian Music Performance,Break Every Chain [Live]
3883,2014.0,Best Historical Album,The Complete Sussex And Columbia Albums
3884,2014.0,Best Improvised Jazz Solo,Orbits
3885,2014.0,Best Instrumental Arrangement,On Green Dolphin Street
3886,2014.0,Best Instrumental Arrangement Accompanying Vocalist(s),Swing Low
3887,2014.0,Best Instrumental Composition,Pensamientos For Solo Alto Saxophone And Chamber Orchestra
3888,2014.0,Best Jazz Instrumental Album,Money Jungle: Provocative In Blue
3889,2014.0,Best Jazz Vocal Album,Liquid Spirit
3890,2014.0,Best Large Jazz Ensemble Album,Night In Calisia
3891,2014.0,Best Latin Jazz Album,Song For Maura
3892,2014.0,Best Latin Pop Album,Vida.
3893,2014.0,"Best Latin Rock, Urban or Alternative Album",Treinta Días
3894,2014.0,Best Metal Performance,God Is Dead?
3895,2014.0,Best Music Film,Paul McCartney's Live Kisses
3896,2014.0,Best Music Video,Justin Timberlake Ft. Jay-Z: Suit & Tie
3897,2014.0,Best Musical Theater Album,Kinky Boots
3898,2014.0,Best New Age Album,Love's River
3899,2014.0,Best New Artist,"Macklemore, Ryan Lewis"
3900,2014.0,Best Opera Recording,Adès: The Tempest
3901,2014.0,Best Orchestral Performance,Sibelius: Symphonies Nos. 1 & 4.
3902,2014.0,Best Pop Duo/Group Performance,Get Lucky.
3903,2014.0,Best Pop Instrumental Album,Steppin' Out
3904,2014.0,Best Pop Solo Performance,Royals.
3905,2014.0,Best Pop Vocal Album,Unorthodox Jukebox.
3906,2014.0,Best R&B Album,Girl On Fire.
3907,2014.0,Best R&B Performance,Something.
3908,2014.0,Best R&B Song,Pusher Love Girl.
3909,2014.0,Best Rap Album,The Heist.
3910,2014.0,Best Rap Performance,Thrift Shop.
3911,2014.0,Best Rap Song,Thrift Shop.
3912,2014.0,Best Rap/Sung Collaboration,Holy Grail.
3913,2014.0,Best Recording Package,Long Night Moon
3914,2014.0,Best Reggae Album,Ziggy Marley In Concert
3915,2014.0,Best Regional Mexican Music Album (including tejano),A Mi Manera
